ID,NOMBRE,_mean
"5","Costa Occ. de I. Mujeres, Pta. Cancún y Pta. Nizuc",0.0439324835315347
"7",Huatulco,0.0412273295223713
"28",Arrecifes de Xcalak,0.0380242488213948
